video_id,youtube_url,category_1,category_2,rank,task_id
VP-L5K4Qf4w,https://www.youtube.com/watch?v=VP-L5K4Qf4w,Arts and Entertainment,Music,45,96192
WNfkAkk7spk,https://www.youtube.com/watch?v=WNfkAkk7spk,Arts and Entertainment,Costumes,123,37419
Qu_vxIleQZw,https://www.youtube.com/watch?v=Qu_vxIleQZw,Arts and Entertainment,Music,153,96192
43Gyxu7kVsQ,https://www.youtube.com/watch?v=43Gyxu7kVsQ,Arts and Entertainment,Costumes,14,34058
yaHRDUdZutQ,https://www.youtube.com/watch?v=yaHRDUdZutQ,Arts and Entertainment,Music,87,96185
mlggHrNbhAA,https://www.youtube.com/watch?v=mlggHrNbhAA,Arts and Entertainment,Costumes,56,34058
gLNVbYmLs5w,https://www.youtube.com/watch?v=gLNVbYmLs5w,Arts and Entertainment,Books,134,104765
weFRF-dJeHw,https://www.youtube.com/watch?v=weFRF-dJeHw,Arts and Entertainment,Movies,7,102203
W7cLwyGs0dw,https://www.youtube.com/watch?v=W7cLwyGs0dw,Arts and Entertainment,Costumes,5,21763
l5fhb7KSLls,https://www.youtube.com/watch?v=l5fhb7KSLls,Arts and Entertainment,Music,12,96180
ehInowpIntM,https://www.youtube.com/watch?v=ehInowpIntM,Arts and Entertainment,Costumes,28,34058
uzl-kmUZPGc,https://www.youtube.com/watch?v=uzl-kmUZPGc,Arts and Entertainment,Costumes,37,113860
9EIQxwotn3k,https://www.youtube.com/watch?v=9EIQxwotn3k,Arts and Entertainment,Music,3,57277
_g_Lkb1VFSA,https://www.youtube.com/watch?v=_g_Lkb1VFSA,Arts and Entertainment,Costumes,161,37410
sUo_XX9WLV8,https://www.youtube.com/watch?v=sUo_XX9WLV8,Arts and Entertainment,Books,11,104765
lDDhthLe16E,https://www.youtube.com/watch?v=lDDhthLe16E,Arts and Entertainment,Books,168,104765
V7g021F1K9w,https://www.youtube.com/watch?v=V7g021F1K9w,Arts and Entertainment,Costumes,10,44026
vY4jEb09vmY,https://www.youtube.com/watch?v=vY4jEb09vmY,Arts and Entertainment,Costumes,33,43999
_HDSI8UuXxY,https://www.youtube.com/watch?v=_HDSI8UuXxY,Arts and Entertainment,Music,38,57277
-eGFsWHGong,https://www.youtube.com/watch?v=-eGFsWHGong,Arts and Entertainment,Music,25,96180
clyI9dI2W_k,https://www.youtube.com/watch?v=clyI9dI2W_k,Arts and Entertainment,Movies,97,102203
GNICYpY9ZiM,https://www.youtube.com/watch?v=GNICYpY9ZiM,Arts and Entertainment,Movies,93,102203
eQV3ZZUjc8Q,https://www.youtube.com/watch?v=eQV3ZZUjc8Q,Arts and Entertainment,Music,98,96192
leDgPsvOOh8,https://www.youtube.com/watch?v=leDgPsvOOh8,Arts and Entertainment,Movies,8,102203
MYNboh9a-7Y,https://www.youtube.com/watch?v=MYNboh9a-7Y,Arts and Entertainment,Costumes,92,99074
CbkBnwbt6S0,https://www.youtube.com/watch?v=CbkBnwbt6S0,Arts and Entertainment,Costumes,46,37408
UPpRAu7d2pA,https://www.youtube.com/watch?v=UPpRAu7d2pA,Arts and Entertainment,Costumes,38,37408
1aS9yeo3X9I,https://www.youtube.com/watch?v=1aS9yeo3X9I,Arts and Entertainment,Costumes,105,37354
PeJE9z36y5Q,https://www.youtube.com/watch?v=PeJE9z36y5Q,Arts and Entertainment,Music,33,57277
oVSJQv_TEQ8,https://www.youtube.com/watch?v=oVSJQv_TEQ8,Arts and Entertainment,Costumes,176,8651
VB6ZuzXXDnM,https://www.youtube.com/watch?v=VB6ZuzXXDnM,Arts and Entertainment,Movies,184,102203
tXMXR_32eiQ,https://www.youtube.com/watch?v=tXMXR_32eiQ,Arts and Entertainment,Costumes,6,5014
a3qboPIBUVU,https://www.youtube.com/watch?v=a3qboPIBUVU,Arts and Entertainment,Costumes,63,34058
KWuMWCC1J3A,https://www.youtube.com/watch?v=KWuMWCC1J3A,Arts and Entertainment,Costumes,50,37408
mjHFEaqjPYE,https://www.youtube.com/watch?v=mjHFEaqjPYE,Arts and Entertainment,Costumes,26,37410
NQCxgX253B8,https://www.youtube.com/watch?v=NQCxgX253B8,Arts and Entertainment,Music,40,57277
e9QZRro3eLo,https://www.youtube.com/watch?v=e9QZRro3eLo,Arts and Entertainment,Music,92,96180
Pifh4JvbJT0,https://www.youtube.com/watch?v=Pifh4JvbJT0,Arts and Entertainment,Music,173,96185
lcNT3xwprYg,https://www.youtube.com/watch?v=lcNT3xwprYg,Arts and Entertainment,Music,51,96180
uyJf8PzmbcM,https://www.youtube.com/watch?v=uyJf8PzmbcM,Arts and Entertainment,Movies,9,102203
YPrRKn7qo8c,https://www.youtube.com/watch?v=YPrRKn7qo8c,Arts and Entertainment,Costumes,85,95095
duA4NDtRyKk,https://www.youtube.com/watch?v=duA4NDtRyKk,Arts and Entertainment,Costumes,34,37419
0OUEUyelo5Y,https://www.youtube.com/watch?v=0OUEUyelo5Y,Arts and Entertainment,Music,92,96192
aFL9GqGPsuY,https://www.youtube.com/watch?v=aFL9GqGPsuY,Arts and Entertainment,Costumes,14,37419
DDCnA8FbUUA,https://www.youtube.com/watch?v=DDCnA8FbUUA,Arts and Entertainment,Music,133,96185
DDHZedjNWA4,https://www.youtube.com/watch?v=DDHZedjNWA4,Arts and Entertainment,Costumes,49,37408
Eqpn5teQYuc,https://www.youtube.com/watch?v=Eqpn5teQYuc,Arts and Entertainment,Costumes,71,5014
bv3I04YGRe4,https://www.youtube.com/watch?v=bv3I04YGRe4,Arts and Entertainment,Costumes,41,37408
LhbtFjO7gYY,https://www.youtube.com/watch?v=LhbtFjO7gYY,Arts and Entertainment,Music,110,96181
AT2d4BVTev4,https://www.youtube.com/watch?v=AT2d4BVTev4,Arts and Entertainment,Costumes,110,34058
cIEXj9fRy6c,https://www.youtube.com/watch?v=cIEXj9fRy6c,Arts and Entertainment,Music,137,96192
HPNe8oQXM_E,https://www.youtube.com/watch?v=HPNe8oQXM_E,Arts and Entertainment,Music,106,96185
kaV7jvdP-g0,https://www.youtube.com/watch?v=kaV7jvdP-g0,Arts and Entertainment,Costumes,57,34058
53i0fbYjIz0,https://www.youtube.com/watch?v=53i0fbYjIz0,Arts and Entertainment,Costumes,15,37354
sH-9uQNsJTc,https://www.youtube.com/watch?v=sH-9uQNsJTc,Arts and Entertainment,Costumes,119,5648
3qQevje2j1s,https://www.youtube.com/watch?v=3qQevje2j1s,Arts and Entertainment,Movies,106,102203
sikDIu-BxxE,https://www.youtube.com/watch?v=sikDIu-BxxE,Arts and Entertainment,Costumes,17,43999
wv4Z_yGuEbg,https://www.youtube.com/watch?v=wv4Z_yGuEbg,Arts and Entertainment,Music,26,96192
y4GgVIy4keM,https://www.youtube.com/watch?v=y4GgVIy4keM,Arts and Entertainment,Costumes,34,37408
UTNnlOJI52Q,https://www.youtube.com/watch?v=UTNnlOJI52Q,Arts and Entertainment,Movies,95,102203
UslRtgtp1iw,https://www.youtube.com/watch?v=UslRtgtp1iw,Arts and Entertainment,Costumes,96,44026
AgJ5qw9rk3c,https://www.youtube.com/watch?v=AgJ5qw9rk3c,Arts and Entertainment,Music,196,96192
IDJqYM5-ocs,https://www.youtube.com/watch?v=IDJqYM5-ocs,Arts and Entertainment,Costumes,16,37410
6eX2rjZwchw,https://www.youtube.com/watch?v=6eX2rjZwchw,Arts and Entertainment,Cosplay and Role Playing,22,34053
bLgXG4P-7Y4,https://www.youtube.com/watch?v=bLgXG4P-7Y4,Arts and Entertainment,Costumes,36,37408
MnG1v2GsO20,https://www.youtube.com/watch?v=MnG1v2GsO20,Arts and Entertainment,Books,39,104765
Vn5t7msyUs8,https://www.youtube.com/watch?v=Vn5t7msyUs8,Arts and Entertainment,Music,135,96192
4hyiq9suWWQ,https://www.youtube.com/watch?v=4hyiq9suWWQ,Arts and Entertainment,Costumes,32,34058
NVY3RagL9to,https://www.youtube.com/watch?v=NVY3RagL9to,Arts and Entertainment,Costumes,198,5014
FvxIXcPkwcI,https://www.youtube.com/watch?v=FvxIXcPkwcI,Arts and Entertainment,Costumes,157,37419
vWX3VSpyM2w,https://www.youtube.com/watch?v=vWX3VSpyM2w,Arts and Entertainment,Costumes,104,37410
MgxSYXCiOx8,https://www.youtube.com/watch?v=MgxSYXCiOx8,Arts and Entertainment,Music,136,96192
S0cJDPQJAaY,https://www.youtube.com/watch?v=S0cJDPQJAaY,Arts and Entertainment,Music,77,57277
KOIC7TcWT20,https://www.youtube.com/watch?v=KOIC7TcWT20,Arts and Entertainment,Costumes,91,44026
RgL6YzQaNjc,https://www.youtube.com/watch?v=RgL6YzQaNjc,Arts and Entertainment,Books,113,104765
OCniBEil5pA,https://www.youtube.com/watch?v=OCniBEil5pA,Arts and Entertainment,Costumes,11,99074
bY0M2bmiPeA,https://www.youtube.com/watch?v=bY0M2bmiPeA,Arts and Entertainment,Books,116,104765
GjbL0-qKW1Q,https://www.youtube.com/watch?v=GjbL0-qKW1Q,Arts and Entertainment,Costumes,117,34058
YlVi0noRr-o,https://www.youtube.com/watch?v=YlVi0noRr-o,Arts and Entertainment,Costumes,67,5014
wEivl9i7eMc,https://www.youtube.com/watch?v=wEivl9i7eMc,Arts and Entertainment,Movies,39,102203
ZSgoqblT8pk,https://www.youtube.com/watch?v=ZSgoqblT8pk,Arts and Entertainment,Movies,13,102203
Th_qt7oFfVg,https://www.youtube.com/watch?v=Th_qt7oFfVg,Arts and Entertainment,Costumes,119,37408
mRU0JjQ2S0w,https://www.youtube.com/watch?v=mRU0JjQ2S0w,Arts and Entertainment,Costumes,163,44026
ytaS2f7T8s8,https://www.youtube.com/watch?v=ytaS2f7T8s8,Arts and Entertainment,Costumes,34,99074
8E6DV2vua64,https://www.youtube.com/watch?v=8E6DV2vua64,Arts and Entertainment,Costumes,102,21763
O_nxspi4KAc,https://www.youtube.com/watch?v=O_nxspi4KAc,Arts and Entertainment,Movies,52,102203
HPJ7Fg_b1E0,https://www.youtube.com/watch?v=HPJ7Fg_b1E0,Arts and Entertainment,Music,114,96192
EcXnB1MsjKI,https://www.youtube.com/watch?v=EcXnB1MsjKI,Arts and Entertainment,Music,37,25360
eZ16D5OV7cc,https://www.youtube.com/watch?v=eZ16D5OV7cc,Arts and Entertainment,Music,38,9761
1fDfbUz1P2U,https://www.youtube.com/watch?v=1fDfbUz1P2U,Arts and Entertainment,Music,58,50210
G1zXbb2F8ik,https://www.youtube.com/watch?v=G1zXbb2F8ik,Arts and Entertainment,Books,69,107853
AXqFksW2_7g,https://www.youtube.com/watch?v=AXqFksW2_7g,Arts and Entertainment,Books,15,23146
F1gL1-9iPnI,https://www.youtube.com/watch?v=F1gL1-9iPnI,Arts and Entertainment,Music,85,115236
MXNesATAwcQ,https://www.youtube.com/watch?v=MXNesATAwcQ,Arts and Entertainment,Music,86,80938
6iIX9XB-f7c,https://www.youtube.com/watch?v=6iIX9XB-f7c,Arts and Entertainment,Music,35,71825
IVn7xZlwwFU,https://www.youtube.com/watch?v=IVn7xZlwwFU,Arts and Entertainment,Music,23,50210
X1OGpthzy2I,https://www.youtube.com/watch?v=X1OGpthzy2I,Arts and Entertainment,Music,98,115236
aLjLBNmuO9c,https://www.youtube.com/watch?v=aLjLBNmuO9c,Arts and Entertainment,Music,125,25360
aXHU7gHdscE,https://www.youtube.com/watch?v=aXHU7gHdscE,Arts and Entertainment,Music,25,9757
T-EX4ZjDZhs,https://www.youtube.com/watch?v=T-EX4ZjDZhs,Arts and Entertainment,Music,30,50499
oSoBT9JRE1Q,https://www.youtube.com/watch?v=oSoBT9JRE1Q,Arts and Entertainment,Music,27,83699
eyOkSX_0nX8,https://www.youtube.com/watch?v=eyOkSX_0nX8,Arts and Entertainment,Movies,23,14438
JdWTlSrep_o,https://www.youtube.com/watch?v=JdWTlSrep_o,Arts and Entertainment,Music,112,83583
ruMiUbPsW2s,https://www.youtube.com/watch?v=ruMiUbPsW2s,Arts and Entertainment,Music,37,57281
Z6W0rdsV4NU,https://www.youtube.com/watch?v=Z6W0rdsV4NU,Arts and Entertainment,Music,100,105351
YJG9gE74C0E,https://www.youtube.com/watch?v=YJG9gE74C0E,Arts and Entertainment,Music,173,43030
gp2VvmUJJc8,https://www.youtube.com/watch?v=gp2VvmUJJc8,Arts and Entertainment,Music,132,105231
nl4gLYGolbc,https://www.youtube.com/watch?v=nl4gLYGolbc,Arts and Entertainment,Music,170,25362
HCUgPuQZKh4,https://www.youtube.com/watch?v=HCUgPuQZKh4,Arts and Entertainment,Music,135,82226
Maga0UUyZ0M,https://www.youtube.com/watch?v=Maga0UUyZ0M,Arts and Entertainment,Music,5,49312
KlqoYUgJFu4,https://www.youtube.com/watch?v=KlqoYUgJFu4,Arts and Entertainment,Music,26,145
yeKm-ccvpUs,https://www.youtube.com/watch?v=yeKm-ccvpUs,Arts and Entertainment,Music,171,105351
yQpMPo1W3QE,https://www.youtube.com/watch?v=yQpMPo1W3QE,Arts and Entertainment,Books,169,25087
1YVDhSpcXz0,https://www.youtube.com/watch?v=1YVDhSpcXz0,Arts and Entertainment,Music,62,75175
F6unxTS5VIw,https://www.youtube.com/watch?v=F6unxTS5VIw,Arts and Entertainment,Music,16,49312
xUB1XEDRGWY,https://www.youtube.com/watch?v=xUB1XEDRGWY,Arts and Entertainment,Books,38,25067
k1GlJmpvT2o,https://www.youtube.com/watch?v=k1GlJmpvT2o,Arts and Entertainment,Music,23,67554
KFlIFN8oPDw,https://www.youtube.com/watch?v=KFlIFN8oPDw,Arts and Entertainment,Music,8,50505
EEZYykAXVbU,https://www.youtube.com/watch?v=EEZYykAXVbU,Arts and Entertainment,Costumes,37,113375
T-Y4xYjIZQ8,https://www.youtube.com/watch?v=T-Y4xYjIZQ8,Arts and Entertainment,Music,163,82227
uqczWqobgyI,https://www.youtube.com/watch?v=uqczWqobgyI,Arts and Entertainment,Music,63,105313
UU5_-ykmMkY,https://www.youtube.com/watch?v=UU5_-ykmMkY,Arts and Entertainment,Books,153,104765
IR5lMGUtfp0,https://www.youtube.com/watch?v=IR5lMGUtfp0,Arts and Entertainment,Music,42,25340
gBzirIfsQPo,https://www.youtube.com/watch?v=gBzirIfsQPo,Arts and Entertainment,Music,21,50505
7sm2cDzDyxU,https://www.youtube.com/watch?v=7sm2cDzDyxU,Arts and Entertainment,Music,113,117053
PWobhnl-sao,https://www.youtube.com/watch?v=PWobhnl-sao,Arts and Entertainment,Music,161,82226
aqShQ1sUNqA,https://www.youtube.com/watch?v=aqShQ1sUNqA,Arts and Entertainment,Music,151,80075
