video_id,youtube_url,category_1,category_2,label,embedding_path,status,error
Q4q5mupB1c0,https://www.youtube.com/watch?v=Q4q5mupB1c0,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/Q4q5mupB1c0.pt,ok,
bulStg8TIIs,https://www.youtube.com/watch?v=bulStg8TIIs,Arts and Entertainment,Music,music,/content/embeddings/music/bulStg8TIIs.pt,ok,
VICiymRE1VU,https://www.youtube.com/watch?v=VICiymRE1VU,Arts and Entertainment,Books,books,/content/embeddings/books/VICiymRE1VU.pt,ok,
RVeEuILkoNQ,https://www.youtube.com/watch?v=RVeEuILkoNQ,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/RVeEuILkoNQ.pt,ok,
3wg4MUCLkAM,https://www.youtube.com/watch?v=3wg4MUCLkAM,Arts and Entertainment,Movies,movies,/content/embeddings/movies/3wg4MUCLkAM.pt,ok,
2wnfS0q4pHc,https://www.youtube.com/watch?v=2wnfS0q4pHc,Arts and Entertainment,Music,music,/content/embeddings/music/2wnfS0q4pHc.pt,ok,
BGZgXVgX_7c,https://www.youtube.com/watch?v=BGZgXVgX_7c,Arts and Entertainment,Music,music,/content/embeddings/music/BGZgXVgX_7c.pt,ok,
n0eqRq4pMqc,https://www.youtube.com/watch?v=n0eqRq4pMqc,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/n0eqRq4pMqc.pt,ok,
4DxsV36pT9w,https://www.youtube.com/watch?v=4DxsV36pT9w,Arts and Entertainment,Books,books,/content/embeddings/books/4DxsV36pT9w.pt,ok,
1fRqQ8keIBc,https://www.youtube.com/watch?v=1fRqQ8keIBc,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/1fRqQ8keIBc.pt,ok,
T-7ZI0-GEeg,https://www.youtube.com/watch?v=T-7ZI0-GEeg,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/T-7ZI0-GEeg.pt,ok,
4vre6wApu_I,https://www.youtube.com/watch?v=4vre6wApu_I,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/4vre6wApu_I.pt,ok,
nZHWkMjrkws,https://www.youtube.com/watch?v=nZHWkMjrkws,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/nZHWkMjrkws.pt,ok,
REDUgxxSGtc,https://www.youtube.com/watch?v=REDUgxxSGtc,Arts and Entertainment,Music,music,/content/embeddings/music/REDUgxxSGtc.pt,ok,
xtM0PIXqN9E,https://www.youtube.com/watch?v=xtM0PIXqN9E,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/xtM0PIXqN9E.pt,ok,
h20AYCv0i9A,https://www.youtube.com/watch?v=h20AYCv0i9A,Arts and Entertainment,Music,music,/content/embeddings/music/h20AYCv0i9A.pt,ok,
Fyeok8YkD2I,https://www.youtube.com/watch?v=Fyeok8YkD2I,Arts and Entertainment,Music,music,/content/embeddings/music/Fyeok8YkD2I.pt,ok,
kNgQSEBzwn8,https://www.youtube.com/watch?v=kNgQSEBzwn8,Arts and Entertainment,Music,music,/content/embeddings/music/kNgQSEBzwn8.pt,ok,
Bx5bDrPQfr8,https://www.youtube.com/watch?v=Bx5bDrPQfr8,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/Bx5bDrPQfr8.pt,ok,
6PDnQYtKiLI,https://www.youtube.com/watch?v=6PDnQYtKiLI,Arts and Entertainment,Cosplay and Role Playing,cosplay_and_role_playing,/content/embeddings/cosplay_and_role_playing/6PDnQYtKiLI.pt,ok,
SB_ULXDbgRU,https://www.youtube.com/watch?v=SB_ULXDbgRU,Arts and Entertainment,Music,music,/content/embeddings/music/SB_ULXDbgRU.pt,ok,
txQJhesMA98,https://www.youtube.com/watch?v=txQJhesMA98,Arts and Entertainment,Music,music,/content/embeddings/music/txQJhesMA98.pt,ok,
bhabbe8Q5Yc,https://www.youtube.com/watch?v=bhabbe8Q5Yc,Arts and Entertainment,Movies,movies,/content/embeddings/movies/bhabbe8Q5Yc.pt,ok,
8zgFEpgPV5M,https://www.youtube.com/watch?v=8zgFEpgPV5M,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/8zgFEpgPV5M.pt,ok,
TkRY2akVWIA,https://www.youtube.com/watch?v=TkRY2akVWIA,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/TkRY2akVWIA.pt,ok,
FfuIHXTMips,https://www.youtube.com/watch?v=FfuIHXTMips,Arts and Entertainment,Music,music,/content/embeddings/music/FfuIHXTMips.pt,ok,
ebEQ3eTtwGo,https://www.youtube.com/watch?v=ebEQ3eTtwGo,Arts and Entertainment,Music,music,/content/embeddings/music/ebEQ3eTtwGo.pt,ok,
RxvBTT0Sk14,https://www.youtube.com/watch?v=RxvBTT0Sk14,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/RxvBTT0Sk14.pt,ok,
snUNFQwgTI4,https://www.youtube.com/watch?v=snUNFQwgTI4,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/snUNFQwgTI4.pt,ok,
TpK_7OQgGlo,https://www.youtube.com/watch?v=TpK_7OQgGlo,Arts and Entertainment,Movies,movies,/content/embeddings/movies/TpK_7OQgGlo.pt,ok,
CPT6ox4_gbw,https://www.youtube.com/watch?v=CPT6ox4_gbw,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/CPT6ox4_gbw.pt,ok,
7z51JVYqphQ,https://www.youtube.com/watch?v=7z51JVYqphQ,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/7z51JVYqphQ.pt,ok,
oRKRlb-iOPI,https://www.youtube.com/watch?v=oRKRlb-iOPI,Arts and Entertainment,Music,music,/content/embeddings/music/oRKRlb-iOPI.pt,ok,
fDzzUPMjROA,https://www.youtube.com/watch?v=fDzzUPMjROA,Arts and Entertainment,Music,music,/content/embeddings/music/fDzzUPMjROA.pt,ok,
rtaJ_2G1qTE,https://www.youtube.com/watch?v=rtaJ_2G1qTE,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/rtaJ_2G1qTE.pt,ok,
quacEpjeZLg,https://www.youtube.com/watch?v=quacEpjeZLg,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/quacEpjeZLg.pt,ok,
UBL-ejsRr8g,https://www.youtube.com/watch?v=UBL-ejsRr8g,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/UBL-ejsRr8g.pt,ok,
fav2BNT8lOc,https://www.youtube.com/watch?v=fav2BNT8lOc,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/fav2BNT8lOc.pt,ok,
9uiSvTf-120,https://www.youtube.com/watch?v=9uiSvTf-120,Arts and Entertainment,Music,music,/content/embeddings/music/9uiSvTf-120.pt,ok,
rKB7VDqgtLI,https://www.youtube.com/watch?v=rKB7VDqgtLI,Arts and Entertainment,Music,music,/content/embeddings/music/rKB7VDqgtLI.pt,ok,
OHqqHKqajs0,https://www.youtube.com/watch?v=OHqqHKqajs0,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/OHqqHKqajs0.pt,ok,
UrahcD77-es,https://www.youtube.com/watch?v=UrahcD77-es,Arts and Entertainment,Music,music,/content/embeddings/music/UrahcD77-es.pt,ok,
KbdLCEE2Bj0,https://www.youtube.com/watch?v=KbdLCEE2Bj0,Arts and Entertainment,Music,music,/content/embeddings/music/KbdLCEE2Bj0.pt,ok,
XybYKqjk4js,https://www.youtube.com/watch?v=XybYKqjk4js,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/XybYKqjk4js.pt,ok,
nrfaExv6LJc,https://www.youtube.com/watch?v=nrfaExv6LJc,Arts and Entertainment,Music,music,/content/embeddings/music/nrfaExv6LJc.pt,ok,
kDQoT6QtPlY,https://www.youtube.com/watch?v=kDQoT6QtPlY,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/kDQoT6QtPlY.pt,ok,
lL9CcIoqKXY,https://www.youtube.com/watch?v=lL9CcIoqKXY,Arts and Entertainment,Music,music,/content/embeddings/music/lL9CcIoqKXY.pt,ok,
91x5bPf2Eag,https://www.youtube.com/watch?v=91x5bPf2Eag,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/91x5bPf2Eag.pt,ok,
jy9qENaXIq8,https://www.youtube.com/watch?v=jy9qENaXIq8,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/jy9qENaXIq8.pt,ok,
rLLuoDE6hmY,https://www.youtube.com/watch?v=rLLuoDE6hmY,Arts and Entertainment,Music,music,/content/embeddings/music/rLLuoDE6hmY.pt,ok,
Auwa6LBt1N0,https://www.youtube.com/watch?v=Auwa6LBt1N0,Arts and Entertainment,Books,books,/content/embeddings/books/Auwa6LBt1N0.pt,ok,
16VvsYWebeg,https://www.youtube.com/watch?v=16VvsYWebeg,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/16VvsYWebeg.pt,ok,
EhsFRjvcRg0,https://www.youtube.com/watch?v=EhsFRjvcRg0,Arts and Entertainment,Movies,movies,/content/embeddings/movies/EhsFRjvcRg0.pt,ok,
1_ISjbSb7co,https://www.youtube.com/watch?v=1_ISjbSb7co,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/1_ISjbSb7co.pt,ok,
8Jx8AIo3U04,https://www.youtube.com/watch?v=8Jx8AIo3U04,Arts and Entertainment,Cosplay and Role Playing,cosplay_and_role_playing,/content/embeddings/cosplay_and_role_playing/8Jx8AIo3U04.pt,ok,
jdulGgW5ENY,https://www.youtube.com/watch?v=jdulGgW5ENY,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/jdulGgW5ENY.pt,ok,
Y_LoBbyhn74,https://www.youtube.com/watch?v=Y_LoBbyhn74,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/Y_LoBbyhn74.pt,ok,
HdNPnE_3MPs,https://www.youtube.com/watch?v=HdNPnE_3MPs,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/HdNPnE_3MPs.pt,ok,
xFR0mZhjcFM,https://www.youtube.com/watch?v=xFR0mZhjcFM,Arts and Entertainment,Music,music,/content/embeddings/music/xFR0mZhjcFM.pt,ok,
LxqBSKT9NKU,https://www.youtube.com/watch?v=LxqBSKT9NKU,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/LxqBSKT9NKU.pt,ok,
5M0NOY-Q99Y,https://www.youtube.com/watch?v=5M0NOY-Q99Y,Arts and Entertainment,Books,books,/content/embeddings/books/5M0NOY-Q99Y.pt,ok,
b-9yz4VD0CE,https://www.youtube.com/watch?v=b-9yz4VD0CE,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/b-9yz4VD0CE.pt,ok,
ARRfXt1XJnU,https://www.youtube.com/watch?v=ARRfXt1XJnU,Arts and Entertainment,Movies,movies,/content/embeddings/movies/ARRfXt1XJnU.pt,ok,
gnvftG7AZAI,https://www.youtube.com/watch?v=gnvftG7AZAI,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/gnvftG7AZAI.pt,ok,
_Nt9KqcITg4,https://www.youtube.com/watch?v=_Nt9KqcITg4,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/_Nt9KqcITg4.pt,ok,
GP7aP67qQjQ,https://www.youtube.com/watch?v=GP7aP67qQjQ,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/GP7aP67qQjQ.pt,ok,
RmC_wG0UdAg,https://www.youtube.com/watch?v=RmC_wG0UdAg,Arts and Entertainment,Movies,movies,/content/embeddings/movies/RmC_wG0UdAg.pt,ok,
8iuSFTP5gho,https://www.youtube.com/watch?v=8iuSFTP5gho,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/8iuSFTP5gho.pt,ok,
pQtI9PuQYcI,https://www.youtube.com/watch?v=pQtI9PuQYcI,Arts and Entertainment,Music,music,/content/embeddings/music/pQtI9PuQYcI.pt,ok,
9gKk_achCJs,https://www.youtube.com/watch?v=9gKk_achCJs,Arts and Entertainment,Music,music,/content/embeddings/music/9gKk_achCJs.pt,ok,
1yu3U2s5qaY,https://www.youtube.com/watch?v=1yu3U2s5qaY,Arts and Entertainment,Movies,movies,/content/embeddings/movies/1yu3U2s5qaY.pt,ok,
2wHMkZl8_Rg,https://www.youtube.com/watch?v=2wHMkZl8_Rg,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/2wHMkZl8_Rg.pt,ok,
pYKcZJWlBW4,https://www.youtube.com/watch?v=pYKcZJWlBW4,Arts and Entertainment,Music,music,/content/embeddings/music/pYKcZJWlBW4.pt,ok,
xShg52s1ZJk,https://www.youtube.com/watch?v=xShg52s1ZJk,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/xShg52s1ZJk.pt,ok,
MZyh4To1mtY,https://www.youtube.com/watch?v=MZyh4To1mtY,Arts and Entertainment,Cosplay and Role Playing,cosplay_and_role_playing,/content/embeddings/cosplay_and_role_playing/MZyh4To1mtY.pt,ok,
an3HXZJTEno,https://www.youtube.com/watch?v=an3HXZJTEno,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/an3HXZJTEno.pt,ok,
8pQXfvFEGto,https://www.youtube.com/watch?v=8pQXfvFEGto,Arts and Entertainment,Movies,movies,/content/embeddings/movies/8pQXfvFEGto.pt,ok,
WQ2Cg62mvkQ,https://www.youtube.com/watch?v=WQ2Cg62mvkQ,Arts and Entertainment,Movies,movies,/content/embeddings/movies/WQ2Cg62mvkQ.pt,ok,
0kPEHy_GTWE,https://www.youtube.com/watch?v=0kPEHy_GTWE,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/0kPEHy_GTWE.pt,ok,
HVe_-iM79Jw,https://www.youtube.com/watch?v=HVe_-iM79Jw,Arts and Entertainment,Cosplay and Role Playing,cosplay_and_role_playing,/content/embeddings/cosplay_and_role_playing/HVe_-iM79Jw.pt,ok,
gkryZXYl0LU,https://www.youtube.com/watch?v=gkryZXYl0LU,Arts and Entertainment,Music,music,/content/embeddings/music/gkryZXYl0LU.pt,ok,
AlZ05XJL_zE,https://www.youtube.com/watch?v=AlZ05XJL_zE,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/AlZ05XJL_zE.pt,ok,
2DE05g0Ho5Y,https://www.youtube.com/watch?v=2DE05g0Ho5Y,Arts and Entertainment,Music,music,/content/embeddings/music/2DE05g0Ho5Y.pt,ok,
C-taKF8hh9M,https://www.youtube.com/watch?v=C-taKF8hh9M,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/C-taKF8hh9M.pt,ok,
owwu0MMl0qo,https://www.youtube.com/watch?v=owwu0MMl0qo,Arts and Entertainment,Movies,movies,/content/embeddings/movies/owwu0MMl0qo.pt,ok,
6Xu7d4cfUmo,https://www.youtube.com/watch?v=6Xu7d4cfUmo,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/6Xu7d4cfUmo.pt,ok,
-ClEJoyDWXc,https://www.youtube.com/watch?v=-ClEJoyDWXc,Arts and Entertainment,Movies,movies,/content/embeddings/movies/-ClEJoyDWXc.pt,ok,
H7Xoj5zEWFg,https://www.youtube.com/watch?v=H7Xoj5zEWFg,Arts and Entertainment,Music,music,/content/embeddings/music/H7Xoj5zEWFg.pt,ok,
o2iogs2H2JY,https://www.youtube.com/watch?v=o2iogs2H2JY,Arts and Entertainment,Movies,movies,/content/embeddings/movies/o2iogs2H2JY.pt,ok,
WcpIrqFXza4,https://www.youtube.com/watch?v=WcpIrqFXza4,Arts and Entertainment,Music,music,/content/embeddings/music/WcpIrqFXza4.pt,ok,
B1IQj83NCgI,https://www.youtube.com/watch?v=B1IQj83NCgI,Arts and Entertainment,Music,music,/content/embeddings/music/B1IQj83NCgI.pt,ok,
teS8A39XBTM,https://www.youtube.com/watch?v=teS8A39XBTM,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/teS8A39XBTM.pt,ok,
nlLObRMLMas,https://www.youtube.com/watch?v=nlLObRMLMas,Arts and Entertainment,Movies,movies,/content/embeddings/movies/nlLObRMLMas.pt,ok,
7zkU_lOSgPI,https://www.youtube.com/watch?v=7zkU_lOSgPI,Arts and Entertainment,Music,music,/content/embeddings/music/7zkU_lOSgPI.pt,ok,
xybjLcxcn1I,https://www.youtube.com/watch?v=xybjLcxcn1I,Arts and Entertainment,Cosplay and Role Playing,cosplay_and_role_playing,/content/embeddings/cosplay_and_role_playing/xybjLcxcn1I.pt,ok,
Mc1_o6R4as8,https://www.youtube.com/watch?v=Mc1_o6R4as8,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/Mc1_o6R4as8.pt,ok,
c3ChhPQa5j8,https://www.youtube.com/watch?v=c3ChhPQa5j8,Arts and Entertainment,Cosplay and Role Playing,cosplay_and_role_playing,/content/embeddings/cosplay_and_role_playing/c3ChhPQa5j8.pt,ok,
xqE-B3NQtcs,https://www.youtube.com/watch?v=xqE-B3NQtcs,Arts and Entertainment,Music,music,/content/embeddings/music/xqE-B3NQtcs.pt,ok,
qQNFZJNHwZ8,https://www.youtube.com/watch?v=qQNFZJNHwZ8,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/qQNFZJNHwZ8.pt,ok,
kA2fAPV9ks0,https://www.youtube.com/watch?v=kA2fAPV9ks0,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/kA2fAPV9ks0.pt,ok,
9gt2IxE4HMA,https://www.youtube.com/watch?v=9gt2IxE4HMA,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/9gt2IxE4HMA.pt,ok,
VP-L5K4Qf4w,https://www.youtube.com/watch?v=VP-L5K4Qf4w,Arts and Entertainment,Music,music,/content/embeddings/music/VP-L5K4Qf4w.pt,ok,
WNfkAkk7spk,https://www.youtube.com/watch?v=WNfkAkk7spk,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/WNfkAkk7spk.pt,ok,
Qu_vxIleQZw,https://www.youtube.com/watch?v=Qu_vxIleQZw,Arts and Entertainment,Music,music,/content/embeddings/music/Qu_vxIleQZw.pt,ok,
43Gyxu7kVsQ,https://www.youtube.com/watch?v=43Gyxu7kVsQ,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/43Gyxu7kVsQ.pt,ok,
yaHRDUdZutQ,https://www.youtube.com/watch?v=yaHRDUdZutQ,Arts and Entertainment,Music,music,/content/embeddings/music/yaHRDUdZutQ.pt,ok,
mlggHrNbhAA,https://www.youtube.com/watch?v=mlggHrNbhAA,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/mlggHrNbhAA.pt,ok,
gLNVbYmLs5w,https://www.youtube.com/watch?v=gLNVbYmLs5w,Arts and Entertainment,Books,books,/content/embeddings/books/gLNVbYmLs5w.pt,ok,
weFRF-dJeHw,https://www.youtube.com/watch?v=weFRF-dJeHw,Arts and Entertainment,Movies,movies,/content/embeddings/movies/weFRF-dJeHw.pt,ok,
W7cLwyGs0dw,https://www.youtube.com/watch?v=W7cLwyGs0dw,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/W7cLwyGs0dw.pt,ok,
l5fhb7KSLls,https://www.youtube.com/watch?v=l5fhb7KSLls,Arts and Entertainment,Music,music,/content/embeddings/music/l5fhb7KSLls.pt,ok,
ehInowpIntM,https://www.youtube.com/watch?v=ehInowpIntM,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/ehInowpIntM.pt,ok,
uzl-kmUZPGc,https://www.youtube.com/watch?v=uzl-kmUZPGc,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/uzl-kmUZPGc.pt,ok,
9EIQxwotn3k,https://www.youtube.com/watch?v=9EIQxwotn3k,Arts and Entertainment,Music,music,/content/embeddings/music/9EIQxwotn3k.pt,ok,
_g_Lkb1VFSA,https://www.youtube.com/watch?v=_g_Lkb1VFSA,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/_g_Lkb1VFSA.pt,ok,
sUo_XX9WLV8,https://www.youtube.com/watch?v=sUo_XX9WLV8,Arts and Entertainment,Books,books,/content/embeddings/books/sUo_XX9WLV8.pt,ok,
lDDhthLe16E,https://www.youtube.com/watch?v=lDDhthLe16E,Arts and Entertainment,Books,books,/content/embeddings/books/lDDhthLe16E.pt,ok,
V7g021F1K9w,https://www.youtube.com/watch?v=V7g021F1K9w,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/V7g021F1K9w.pt,ok,
vY4jEb09vmY,https://www.youtube.com/watch?v=vY4jEb09vmY,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/vY4jEb09vmY.pt,ok,
_HDSI8UuXxY,https://www.youtube.com/watch?v=_HDSI8UuXxY,Arts and Entertainment,Music,music,/content/embeddings/music/_HDSI8UuXxY.pt,ok,
-eGFsWHGong,https://www.youtube.com/watch?v=-eGFsWHGong,Arts and Entertainment,Music,music,/content/embeddings/music/-eGFsWHGong.pt,ok,
clyI9dI2W_k,https://www.youtube.com/watch?v=clyI9dI2W_k,Arts and Entertainment,Movies,movies,/content/embeddings/movies/clyI9dI2W_k.pt,ok,
GNICYpY9ZiM,https://www.youtube.com/watch?v=GNICYpY9ZiM,Arts and Entertainment,Movies,movies,/content/embeddings/movies/GNICYpY9ZiM.pt,ok,
eQV3ZZUjc8Q,https://www.youtube.com/watch?v=eQV3ZZUjc8Q,Arts and Entertainment,Music,music,/content/embeddings/music/eQV3ZZUjc8Q.pt,ok,
leDgPsvOOh8,https://www.youtube.com/watch?v=leDgPsvOOh8,Arts and Entertainment,Movies,movies,/content/embeddings/movies/leDgPsvOOh8.pt,ok,
MYNboh9a-7Y,https://www.youtube.com/watch?v=MYNboh9a-7Y,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/MYNboh9a-7Y.pt,ok,
CbkBnwbt6S0,https://www.youtube.com/watch?v=CbkBnwbt6S0,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/CbkBnwbt6S0.pt,ok,
UPpRAu7d2pA,https://www.youtube.com/watch?v=UPpRAu7d2pA,Arts and Entertainment,Costumes,Costumes,/content/embeddings/costumes/UPpRAu7d2pA.pt,failed,no frames extracted
1aS9yeo3X9I,https://www.youtube.com/watch?v=1aS9yeo3X9I,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/1aS9yeo3X9I.pt,ok,
PeJE9z36y5Q,https://www.youtube.com/watch?v=PeJE9z36y5Q,Arts and Entertainment,Music,music,/content/embeddings/music/PeJE9z36y5Q.pt,ok,
oVSJQv_TEQ8,https://www.youtube.com/watch?v=oVSJQv_TEQ8,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/oVSJQv_TEQ8.pt,ok,
VB6ZuzXXDnM,https://www.youtube.com/watch?v=VB6ZuzXXDnM,Arts and Entertainment,Movies,movies,/content/embeddings/movies/VB6ZuzXXDnM.pt,ok,
tXMXR_32eiQ,https://www.youtube.com/watch?v=tXMXR_32eiQ,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/tXMXR_32eiQ.pt,ok,
a3qboPIBUVU,https://www.youtube.com/watch?v=a3qboPIBUVU,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/a3qboPIBUVU.pt,ok,
KWuMWCC1J3A,https://www.youtube.com/watch?v=KWuMWCC1J3A,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/KWuMWCC1J3A.pt,ok,
mjHFEaqjPYE,https://www.youtube.com/watch?v=mjHFEaqjPYE,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/mjHFEaqjPYE.pt,ok,
NQCxgX253B8,https://www.youtube.com/watch?v=NQCxgX253B8,Arts and Entertainment,Music,music,/content/embeddings/music/NQCxgX253B8.pt,ok,
e9QZRro3eLo,https://www.youtube.com/watch?v=e9QZRro3eLo,Arts and Entertainment,Music,music,/content/embeddings/music/e9QZRro3eLo.pt,ok,
Pifh4JvbJT0,https://www.youtube.com/watch?v=Pifh4JvbJT0,Arts and Entertainment,Music,music,/content/embeddings/music/Pifh4JvbJT0.pt,ok,
lcNT3xwprYg,https://www.youtube.com/watch?v=lcNT3xwprYg,Arts and Entertainment,Music,music,/content/embeddings/music/lcNT3xwprYg.pt,ok,
uyJf8PzmbcM,https://www.youtube.com/watch?v=uyJf8PzmbcM,Arts and Entertainment,Movies,movies,/content/embeddings/movies/uyJf8PzmbcM.pt,ok,
YPrRKn7qo8c,https://www.youtube.com/watch?v=YPrRKn7qo8c,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/YPrRKn7qo8c.pt,ok,
duA4NDtRyKk,https://www.youtube.com/watch?v=duA4NDtRyKk,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/duA4NDtRyKk.pt,ok,
0OUEUyelo5Y,https://www.youtube.com/watch?v=0OUEUyelo5Y,Arts and Entertainment,Music,music,/content/embeddings/music/0OUEUyelo5Y.pt,ok,
aFL9GqGPsuY,https://www.youtube.com/watch?v=aFL9GqGPsuY,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/aFL9GqGPsuY.pt,ok,
DDCnA8FbUUA,https://www.youtube.com/watch?v=DDCnA8FbUUA,Arts and Entertainment,Music,music,/content/embeddings/music/DDCnA8FbUUA.pt,ok,
DDHZedjNWA4,https://www.youtube.com/watch?v=DDHZedjNWA4,Arts and Entertainment,Costumes,costumes,/content/embeddings/costumes/DDHZedjNWA4.pt,ok,
